index,path,x,y,field,group,value,type,year
8,3,517.7266972,95.99359033, Bangladesh, undefined,98146, link ,2022
8,4,512.2734329,157.3464261, Bangladesh, undefined,98146, link ,2022
9,0,610.5479436,59.91223365, Argentina, undefined,78695, link ,2022
9,1,588.9084299,47.41865462, Argentina, undefined,78695, link ,2022
9,2,566.1660052,36.14720186, Argentina, undefined,78695, link ,2022
9,3,542.7544886,26.34085589, Argentina, undefined,78695, link ,2022
9,4,518.7681501,18.03910342, Argentina, undefined,78695, link ,2022
9,5,494.3035742,11.27537267, Argentina, undefined,78695, link ,2022
9,6,488.5063858,10.06235687, Argentina, undefined,78695, link ,2022
9,7,517.7266972,95.99359033, Argentina, undefined,78695, link ,2022
9,8,601.5104529,72.00535889, Argentina, undefined,78695, link ,2022
9,9,610.5479436,59.91223365, Argentina, undefined,78695, link ,2022
10,0,771.3471732,251.3350177, Japan, undefined,70000, link ,2022
10,1,761.1706153,228.0820352, Japan, undefined,70000, link ,2022
10,2,749.5397508,205.5213056, Japan, undefined,70000, link ,2022
10,3,736.5014131,183.743673, Japan, undefined,70000, link ,2022
10,4,722.108103,162.8368284, Japan, undefined,70000, link ,2022
10,5,706.4177772,142.8849561, Japan, undefined,70000, link ,2022
10,6,703.1736431,139.2589059, Japan, undefined,70000, link ,2022
10,7,665.6114898,184.3869497, Japan, undefined,70000, link ,2022
10,8,774.6603121,260.4377921, Japan, undefined,70000, link ,2022
10,9,771.3471732,251.3350177, Japan, undefined,70000, link ,2022
