Country,Year,Tea_Type,Trade_Flow,Trade USD,Weight tones
China,2020,Black Tea,Export,671997792,49290.38
China,2020,Black Tea,Import,158723524,38453.06
China,2020,Green Tea,Export,1366062976,299523.88
China,2020,Green Tea,Import,21194560,4772.25
China,2021,Black Tea,Export,753819056,51255.42
China,2021,Black Tea,Import,170462928,42181.45
China,2021,Green Tea,Export,1545281152,318098.57
China,2021,Green Tea,Import,14295344,4586.28
China,2022,Black Tea,Export,632363712,54852.72
China,2022,Black Tea,Import,131157860,32829.05
China,2022,Green Tea,Export,1450335936,320402.5
China,2022,Green Tea,Import,14868775,8453.33
Colombia,2019,Black Tea,Export,1485271.98,169.16
Colombia,2019,Black Tea,Import,1235836.38,251.75
Colombia,2019,Green Tea,Export,684808.26,26.26
Colombia,2019,Green Tea,Import,710438.03,121.04
Colombia,2020,Black Tea,Export,1586341.9,133.9
Colombia,2020,Black Tea,Import,1275062.19,259.7
Colombia,2020,Green Tea,Export,902969.09,5.53
Colombia,2020,Green Tea,Import,815326,176.54
Colombia,2021,Black Tea,Export,1759825.82,147.15
Colombia,2021,Black Tea,Import,1366629.94,298.89
Colombia,2021,Green Tea,Export,879413.73,37.76
Colombia,2021,Green Tea,Import,973053.28,191.52
Colombia,2022,Black Tea,Export,1420938.68,116.28
Colombia,2022,Black Tea,Import,1057494.56,195.91
Colombia,2022,Green Tea,Export,749338.26,33.72
Colombia,2022,Green Tea,Import,897347.72,176.25
Comoros,2019,Black Tea,Import,764.66,0.85
Comoros,2019,Green Tea,Export,534.31,0.67
Comoros,2019,Green Tea,Import,6205.64,8.26
Comoros,2020,Black Tea,Import,3298.09,8.3
Comoros,2020,Green Tea,Import,5444.85,2.77
Comoros,2021,Black Tea,Import,8171.19,4.13
Comoros,2021,Green Tea,Import,7386.74,3.96
Congo,2019,Black Tea,Import,250664.51,93.92
Congo,2019,Green Tea,Import,198117.59,193.79
Congo,2020,Black Tea,Import,289902.09,102.29
Congo,2020,Green Tea,Import,141477.73,103
Congo,2021,Black Tea,Import,419730.92,109.44
Congo,2021,Green Tea,Import,132129.01,189.61
Congo,2022,Black Tea,Import,190762.13,75.14
Congo,2022,Green Tea,Export,574.72,0.34
Congo,2022,Green Tea,Import,109654.78,107.91
Costa Rica,2019,Black Tea,Export,19004.5,2.48
Costa Rica,2019,Black Tea,Import,1196321.81,223.5
Costa Rica,2019,Green Tea,Export,636968.96,61.11
Costa Rica,2019,Green Tea,Import,632082.59,94.83
Costa Rica,2020,Black Tea,Export,107441.14,18.85
Costa Rica,2020,Black Tea,Import,1139258.75,217
Costa Rica,2020,Green Tea,Export,1882454.31,179.65
Costa Rica,2020,Green Tea,Import,797622.09,158.44
Costa Rica,2021,Black Tea,Export,74669.54,6.56
Costa Rica,2021,Black Tea,Import,876834.33,134.15
Costa Rica,2021,Green Tea,Export,964774.63,72.77
Costa Rica,2021,Green Tea,Import,639215.69,111.28
Costa Rica,2022,Black Tea,Export,56210.61,4.59
Costa Rica,2022,Black Tea,Import,1001212.59,224.81
Costa Rica,2022,Green Tea,Export,821154.04,41.86
Costa Rica,2022,Green Tea,Import,476731.31,87.09
Côte d'Ivoire,2019,Black Tea,Export,463.48,0.04
Côte d'Ivoire,2019,Black Tea,Import,6051224.51,1388.18
Côte d'Ivoire,2019,Green Tea,Export,139895.93,278.68
Côte d'Ivoire,2019,Green Tea,Import,2947289.88,2423.97
Côte d'Ivoire,2020,Black Tea,Export,240303.53,15.71
Côte d'Ivoire,2020,Black Tea,Import,5609946.1,1315.68
Côte d'Ivoire,2020,Green Tea,Export,41761.45,341.39
Côte d'Ivoire,2020,Green Tea,Import,2830666.31,2247.04
Côte d'Ivoire,2021,Black Tea,Export,93048,2.23
Côte d'Ivoire,2021,Black Tea,Import,8689028.66,1814
Côte d'Ivoire,2021,Green Tea,Export,24029.54,299.82
Côte d'Ivoire,2021,Green Tea,Import,3006882.25,1830.16
Côte d'Ivoire,2022,Black Tea,Export,79363.26,2.33
Côte d'Ivoire,2022,Black Tea,Import,7992068.56,1594.39
Côte d'Ivoire,2022,Green Tea,Export,56572.92,639.38
Côte d'Ivoire,2022,Green Tea,Import,1864349.22,1878.51
Croatia,2019,Black Tea,Export,317618,12.46
Croatia,2019,Black Tea,Import,1161759,79.49
Croatia,2019,Green Tea,Export,370307,27.68
Croatia,2019,Green Tea,Import,1056433,128.81
Croatia,2020,Black Tea,Export,334690,12.45
Croatia,2020,Black Tea,Import,850225,80.84
Croatia,2020,Green Tea,Export,366035,25.04
Croatia,2020,Green Tea,Import,1087082,153.52
Croatia,2021,Black Tea,Export,421129,17.31
Croatia,2021,Black Tea,Import,951502,73.6
Croatia,2021,Green Tea,Export,447023,28.71
Croatia,2021,Green Tea,Import,1258589,133.09
Croatia,2022,Black Tea,Export,402033,16.23
Croatia,2022,Black Tea,Import,939768,73.13
Croatia,2022,Green Tea,Export,415016,34.52
Croatia,2022,Green Tea,Import,1312724,131.97
Cuba,2019,Black Tea,Import,810618.34,61.85
Cuba,2019,Green Tea,Import,243600.73,27.2
Cuba,2020,Black Tea,Import,177993.41,14.14
Cuba,2020,Green Tea,Import,33655.41,1.69
Cuba,2021,Black Tea,Import,136505.44,8.74
Cuba,2021,Green Tea,Import,89863.45,5.22
Cuba,2022,Black Tea,Import,421637.89,73.83
Cuba,2022,Green Tea,Import,193204.44,17.74
Curaçao,2019,Black Tea,Export,28659.02,5.37
Curaçao,2019,Black Tea,Import,817030.88,171.08
Curaçao,2019,Green Tea,Export,8435.7,1
Curaçao,2019,Green Tea,Import,222008.94,71.88
Curaçao,2020,Black Tea,Export,90335.16,10.71
Curaçao,2020,Black Tea,Import,620614.31,120.55
Curaçao,2020,Green Tea,Export,10893.85,1.12
Curaçao,2020,Green Tea,Import,232402.14,61.98
Cyprus,2019,Black Tea,Export,1460.07,0.14
Cyprus,2019,Black Tea,Import,1745000.91,208.71
Cyprus,2019,Black Tea,Re-Export,1456.7,0.14
Cyprus,2019,Green Tea,Export,6063.43,0.63
Cyprus,2019,Green Tea,Import,676128.95,90.6
Cyprus,2019,Green Tea,Re-Export,6063.43,0.63
Cyprus,2020,Black Tea,Export,369602.06,3.98
Cyprus,2020,Black Tea,Import,1419636.53,212.19
Cyprus,2020,Black Tea,Re-Export,122.22,0.01
Cyprus,2020,Green Tea,Import,586802.06,89.71
Cyprus,2021,Black Tea,Export,3277.37,0.43
Cyprus,2021,Black Tea,Import,1601910.61,168.94
Cyprus,2021,Black Tea,Re-Export,1722.07,0.37
Cyprus,2021,Green Tea,Export,2787.72,0.11
Cyprus,2021,Green Tea,Import,780910.18,98.19
Cyprus,2022,Black Tea,Export,2702.12,0.09
Cyprus,2022,Black Tea,Import,2305232.91,247.89
Cyprus,2022,Black Tea,Re-Export,521.26,0.02
Cyprus,2022,Green Tea,Import,1038848.27,216.95
Czech Republic,2019,Black Tea,Export,4562659,285.64
Czech Republic,2019,Black Tea,Import,18705068,1809.55
Czech Republic,2019,Green Tea,Export,3202651,211.17
Czech Republic,2019,Green Tea,Import,9129059,921.26
Czech Republic,2020,Black Tea,Export,4976981,347.41
Czech Republic,2020,Black Tea,Import,17539193,1624.59
Czech Republic,2020,Green Tea,Export,3548026,272.39
Czech Republic,2020,Green Tea,Import,8896587,873.3
Czech Republic,2021,Black Tea,Export,6474644,514.61
Czech Republic,2021,Black Tea,Import,20138187,1866.36
Czech Republic,2021,Green Tea,Export,4730824,221.88
Czech Republic,2021,Green Tea,Import,9432097,1110.83
Czech Republic,2022,Black Tea,Export,8061827,748.09
Czech Republic,2022,Black Tea,Import,22589337,2128.47
Czech Republic,2022,Green Tea,Export,5557190,365.18
Czech Republic,2022,Green Tea,Import,11755364,1086.96
Democratic Republic of the Congo,2019,Black Tea,Import,2219203.36,742.22
Democratic Republic of the Congo,2019,Green Tea,Import,59175.94,81.31
Democratic Republic of the Congo,2020,Black Tea,Import,1404367.47,480.05
Democratic Republic of the Congo,2020,Green Tea,Export,798.98,0.17
Democratic Republic of the Congo,2020,Green Tea,Import,36698.92,60.59
Democratic Republic of the Congo,2021,Black Tea,Export,219.28,0
Democratic Republic of the Congo,2021,Black Tea,Import,1743864.72,609.12
Democratic Republic of the Congo,2021,Green Tea,Export,584.17,0.09
Democratic Republic of the Congo,2021,Green Tea,Import,53547.7,123.97
Democratic Republic of the Congo,2022,Black Tea,Export,922.45,0
Democratic Republic of the Congo,2022,Black Tea,Import,1178980.51,462.28
Democratic Republic of the Congo,2022,Green Tea,Export,844.19,0.02
Democratic Republic of the Congo,2022,Green Tea,Import,121100.66,118.68
Denmark,2019,Black Tea,Export,5829009.31,389.29
Denmark,2019,Black Tea,Import,28094839,2354.57
Denmark,2019,Green Tea,Export,1052745.83,44.48
Denmark,2019,Green Tea,Import,5375515.38,805.79
Denmark,2020,Black Tea,Export,4731905.5,315.97
Denmark,2020,Black Tea,Import,24682384,3354.66
Denmark,2020,Green Tea,Export,1268507.47,80.81
Denmark,2020,Green Tea,Import,4387465.75,917.36
Denmark,2021,Black Tea,Export,6587668.81,367.3
Denmark,2021,Black Tea,Import,40168785.5,4172.42
Denmark,2021,Green Tea,Export,2217019.56,130.47
Denmark,2021,Green Tea,Import,6276751.5,687.19
Denmark,2022,Black Tea,Export,7064002.25,415.24
Denmark,2022,Black Tea,Import,14408209.25,1369.31
Denmark,2022,Green Tea,Export,1692495.44,138.68
Denmark,2022,Green Tea,Import,5325186.44,408.63
Djibouti,2021,Black Tea,Import,302856.62,382.88
Djibouti,2021,Green Tea,Export,198587.31,77.86
Djibouti,2021,Green Tea,Import,218218.28,94.63
Djibouti,2022,Black Tea,Export,50381.57,7.01
Djibouti,2022,Black Tea,Import,335804.1,325.56
Djibouti,2022,Green Tea,Export,230457.23,87.29
Djibouti,2022,Green Tea,Import,366134.95,220.62
Dominica,2019,Black Tea,Export,74.07,0.01
Dominica,2019,Black Tea,Import,6066.24,1.03
Dominica,2019,Green Tea,Export,10.74,0
Dominica,2019,Green Tea,Import,95171.74,36.78
Dominica,2020,Black Tea,Export,185.93,0.01
Dominica,2020,Black Tea,Import,11308.14,4.24
Dominica,2020,Green Tea,Import,114142.11,40.78
Dominica,2021,Black Tea,Export,727.04,0.11
Dominica,2021,Black Tea,Import,33844.41,13.95
Dominica,2021,Green Tea,Export,2268.52,1.04
Dominica,2021,Green Tea,Import,83783.25,9.71
Dominica,2022,Black Tea,Import,43366.62,11.1
Dominica,2022,Green Tea,Export,131.11,0
Dominica,2022,Green Tea,Import,77979.92,8.1
Dominican Republic,2019,Black Tea,Export,921.55,0.05
Dominican Republic,2019,Black Tea,Import,363739.55,70.65
Dominican Republic,2019,Green Tea,Export,68089.86,7.79
Dominican Republic,2019,Green Tea,Import,794291.55,37.81
Dominican Republic,2020,Black Tea,Export,674.26,0.03
Dominican Republic,2020,Black Tea,Import,296871.57,48.48
Dominican Republic,2020,Green Tea,Export,2588.43,0.74
Dominican Republic,2020,Green Tea,Import,1158638,180.07
Dominican Republic,2021,Black Tea,Export,1714.2,0.13
Dominican Republic,2021,Black Tea,Import,179673.55,41.21
Dominican Republic,2021,Green Tea,Export,39179.38,6.02
Dominican Republic,2021,Green Tea,Import,939934.2,195.73
Dominican Republic,2022,Black Tea,Export,2635.53,0.07
Dominican Republic,2022,Black Tea,Import,423720.5,86.2
Dominican Republic,2022,Black Tea,Re-Export,1905.53,0.06
Dominican Republic,2022,Green Tea,Export,73607.89,1.7
Dominican Republic,2022,Green Tea,Import,1238795.17,207.79
Ecuador,2019,Black Tea,Export,1071625,577.21
Ecuador,2019,Black Tea,Import,102042.52,29.82
Ecuador,2019,Green Tea,Export,67734.11,13.56
Ecuador,2019,Green Tea,Import,205632.43,49.44
Ecuador,2020,Black Tea,Export,1122480.75,603.24
Ecuador,2020,Black Tea,Import,105885.06,22.9
Ecuador,2020,Green Tea,Export,214150.2,19.46
Ecuador,2020,Green Tea,Import,205480.02,50.63
Ecuador,2021,Black Tea,Export,1119193.07,550.9
Ecuador,2021,Black Tea,Import,158634.53,19.91
Ecuador,2021,Green Tea,Export,330444.63,40.93
Ecuador,2021,Green Tea,Import,304689.22,57.39
Ecuador,2022,Black Tea,Export,964341.18,462.73
Ecuador,2022,Black Tea,Import,184040.61,12.9
Ecuador,2022,Green Tea,Export,325591.69,58.89
Ecuador,2022,Green Tea,Import,294225.99,35.84
Egypt,2019,Black Tea,Export,7647969.23,613.36
Egypt,2019,Black Tea,Import,264224357,92895.15
Egypt,2019,Green Tea,Export,195737.53,9.92
Egypt,2019,Green Tea,Import,5309407.13,89.73
Egypt,2020,Black Tea,Export,6858491.78,721.73
Egypt,2020,Black Tea,Import,230825498,84545.8
Egypt,2020,Green Tea,Export,407998.39,10.46
Egypt,2020,Green Tea,Import,4310459.31,60.44
Egypt,2021,Black Tea,Export,8004319.38,815.64
Egypt,2021,Black Tea,Import,250434226,88696.49
Egypt,2021,Green Tea,Export,191545.1,12.32
Egypt,2021,Green Tea,Import,5842070.5,840.53
Egypt,2022,Black Tea,Export,11708662,1280.09
Egypt,2022,Black Tea,Import,309583122,85531.59
Egypt,2022,Green Tea,Export,330412,33.9
Egypt,2022,Green Tea,Import,5428926.38,534.66
El Salvador,2019,Black Tea,Export,88941.55,21.32
El Salvador,2019,Black Tea,Import,136253.44,19.25
El Salvador,2019,Green Tea,Export,9604.94,1.17
El Salvador,2019,Green Tea,Import,287154.65,26.94
El Salvador,2020,Black Tea,Export,8234.49,0.53
El Salvador,2020,Black Tea,Import,170648.64,17.75
El Salvador,2020,Green Tea,Export,1931.05,0.12
El Salvador,2020,Green Tea,Import,902857.98,73.34
El Salvador,2021,Black Tea,Export,39565.81,4.47
El Salvador,2021,Black Tea,Import,190851.27,29.32
El Salvador,2021,Green Tea,Export,9386.08,1.47
El Salvador,2021,Green Tea,Import,454011.82,40.76
El Salvador,2022,Black Tea,Export,49149.43,6.7
El Salvador,2022,Black Tea,Import,159668.73,24.13
El Salvador,2022,Green Tea,Export,6142.48,0.38
El Salvador,2022,Green Tea,Import,502370.43,38.77
Estonia,2019,Black Tea,Export,314536.31,19.95
Estonia,2019,Black Tea,Import,3602276.68,245.65
Estonia,2019,Green Tea,Export,71800.56,4.7
Estonia,2019,Green Tea,Import,1753149.78,115.63
Estonia,2020,Black Tea,Export,300594.5,14.35
Estonia,2020,Black Tea,Import,3654196.43,244.18
Estonia,2020,Green Tea,Export,59059.86,3.34
Estonia,2020,Green Tea,Import,2276491.39,188.18
Estonia,2021,Black Tea,Export,597505.29,39.22
Estonia,2021,Black Tea,Import,4457593.53,281.13
Estonia,2021,Green Tea,Export,111823.26,10.75
Estonia,2021,Green Tea,Import,1922449.56,102.23
Estonia,2022,Black Tea,Export,991710.97,151.43
Estonia,2022,Black Tea,Import,4092808.56,372.32
Estonia,2022,Black Tea,Re-Export,492579.47,118.65
Estonia,2022,Green Tea,Export,80720.26,6.06
Estonia,2022,Green Tea,Import,1905163.47,150.77
Estonia,2022,Green Tea,Re-Export,4191.58,0.8
Ethiopia,2019,Black Tea,Export,2097507.19,1226.19
Ethiopia,2019,Black Tea,Import,114075.92,7.47
Ethiopia,2019,Green Tea,Export,11983.36,5.83
Ethiopia,2019,Green Tea,Import,83808.66,47.48
Ethiopia,2020,Black Tea,Export,3200445.66,2121.7
Ethiopia,2020,Black Tea,Import,64611.28,10.38
Ethiopia,2020,Green Tea,Export,43164.76,3.31
Ethiopia,2020,Green Tea,Import,32309.28,8.58
Ethiopia,2021,Black Tea,Export,2409841.68,1287.43
Ethiopia,2021,Black Tea,Import,185345.28,38.44
Ethiopia,2021,Green Tea,Export,14972.69,2.41
Ethiopia,2021,Green Tea,Import,57596.02,15.63
Ethiopia,2022,Black Tea,Export,1744881.72,751.94
Ethiopia,2022,Black Tea,Import,69443.89,9.25
Ethiopia,2022,Green Tea,Export,4636.22,0.79
Ethiopia,2022,Green Tea,Import,21283.31,15.66
Fiji,2019,Black Tea,Export,474393.98,104.16
Fiji,2019,Black Tea,Import,3699534,798.96
Fiji,2019,Black Tea,Re-Export,463194.22,73.61
Fiji,2019,Green Tea,Export,12455.11,2.87
Fiji,2019,Green Tea,Import,85483.77,20.94
Fiji,2019,Green Tea,Re-Export,3586.38,1.72
Fiji,2020,Black Tea,Export,424690.55,79.41
Fiji,2020,Black Tea,Import,3252645.06,766.39
Fiji,2020,Black Tea,Re-Export,416659.86,76.39
Fiji,2020,Green Tea,Export,8309.18,1.39
Fiji,2020,Green Tea,Import,89830.11,23.37
Fiji,2020,Green Tea,Re-Export,17.98,0
Fiji,2021,Black Tea,Export,389457.18,65.11
Fiji,2021,Black Tea,Import,3056566.34,93.22
Fiji,2021,Black Tea,Re-Export,376398.84,57.41
Fiji,2021,Green Tea,Export,22811.86,3.42
Fiji,2021,Green Tea,Import,145207.74,36.39
Fiji,2021,Green Tea,Re-Export,21590.98,3.29
Fiji,2022,Black Tea,Export,468813.8,126.36
Fiji,2022,Black Tea,Import,4077759.72,819.75
Fiji,2022,Black Tea,Re-Export,456656.13,116.25
Fiji,2022,Green Tea,Export,43215.54,11.67
Fiji,2022,Green Tea,Import,245349.45,44.28
Fiji,2022,Green Tea,Re-Export,6607.59,0.67
Finland,2019,Black Tea,Export,311606.18,3.08
Finland,2019,Black Tea,Import,10411094.5,23.7
Finland,2019,Green Tea,Export,165250.93,3.03
Finland,2019,Green Tea,Import,4341235.75,13.82
Finland,2020,Black Tea,Export,788080.96,61.71
Finland,2020,Black Tea,Import,8680136.75,781.08
Finland,2020,Green Tea,Export,217875.02,11.28
Finland,2020,Green Tea,Import,3737000.25,162.32
Finland,2021,Black Tea,Export,1142258.68,86.88
Finland,2021,Black Tea,Import,8363185.25,722.79
Finland,2021,Green Tea,Export,262780.06,11.81
Finland,2021,Green Tea,Import,3525469.75,146.17
Finland,2022,Black Tea,Export,855612.57,63.04
Finland,2022,Black Tea,Import,10066336.38,738.15
Finland,2022,Green Tea,Export,258626.63,10.7
Finland,2022,Green Tea,Import,3786265.75,159.05
France,2019,Black Tea,Export,33840958,1392.64
France,2019,Black Tea,Import,84732187,8444.12
France,2019,Green Tea,Export,25151245,1687.49
France,2019,Green Tea,Import,82650600,8923.06
France,2020,Black Tea,Export,29069650.5,1123.25
France,2020,Black Tea,Import,80369758,7520.05
France,2020,Green Tea,Export,24071274.75,2284.03
France,2020,Green Tea,Import,88424376,10034.2
France,2021,Black Tea,Export,34856527.5,1292.49
France,2021,Black Tea,Import,84423341,9102.6
France,2021,Green Tea,Export,28062807.75,2464.2
France,2021,Green Tea,Import,90846838,9464.9
France,2022,Black Tea,Export,35013813,1477.33
France,2022,Black Tea,Import,80742712,8131.3
France,2022,Green Tea,Export,27010749.25,1874.15
France,2022,Green Tea,Import,89843172,10258.37
French Polynesia,2019,Black Tea,Export,14894.35,0.77
French Polynesia,2019,Black Tea,Import,384484.42,34.71
French Polynesia,2019,Green Tea,Export,427.81,0.02
French Polynesia,2019,Green Tea,Import,180940.3,6.64
French Polynesia,2020,Black Tea,Export,8203.61,0.27
French Polynesia,2020,Black Tea,Import,318667,26.56
French Polynesia,2020,Green Tea,Import,161262.72,5.79
French Polynesia,2021,Black Tea,Export,6945.52,0.18
French Polynesia,2021,Black Tea,Import,366913.24,59.57
French Polynesia,2021,Green Tea,Import,173387.63,13.1
French Polynesia,2022,Black Tea,Export,12486.37,0.37
French Polynesia,2022,Black Tea,Import,359538.38,20.04
French Polynesia,2022,Green Tea,Export,1504.57,0.12
French Polynesia,2022,Green Tea,Import,194793.79,7.45
Gabon,2019,Black Tea,Import,270553.21,138.92
Gabon,2019,Green Tea,Export,63.46,0.01
Gabon,2019,Green Tea,Import,123671.23,185.16
Gabon,2020,Black Tea,Import,248032.48,152.2
Gabon,2020,Green Tea,Export,83.59,0.06
Gabon,2020,Green Tea,Import,178817.04,218.34
Gabon,2021,Black Tea,Import,301505.2,178.36
Gabon,2021,Green Tea,Export,89.96,0.05
Gabon,2021,Green Tea,Import,217277.38,278.73
Gabon,2022,Black Tea,Export,2647.73,1.81
Gabon,2022,Black Tea,Import,184480.3,147.43
Gabon,2022,Green Tea,Export,1717.17,7.51
Gabon,2022,Green Tea,Import,180639.31,207.82
Gambia,2019,Black Tea,Export,3018.38,7.91
Gambia,2019,Black Tea,Import,424727.66,1181.23
Gambia,2019,Green Tea,Export,995.06,0.13
Gambia,2019,Green Tea,Import,1767702.02,4994.18
Gambia,2020,Black Tea,Import,567099.96,705.57
Gambia,2020,Green Tea,Import,1273731.69,3451.54
Gambia,2021,Black Tea,Import,907793.8,842.21
Gambia,2021,Green Tea,Import,1219442.09,2271.65
Gambia,2022,Black Tea,Import,1113458.66,855.2
Gambia,2022,Green Tea,Import,337130.03,597.15
Georgia,2019,Black Tea,Export,3374932.75,854.62
Georgia,2019,Black Tea,Import,9052694.13,2435.23
Georgia,2019,Black Tea,Re-Export,538684.27,116.06
Georgia,2019,Green Tea,Export,1027895.88,1244.65
Georgia,2019,Green Tea,Import,640547.09,60.36
Georgia,2019,Green Tea,Re-Export,4105.5,0.3
Georgia,2020,Black Tea,Export,4330597,996.17
Georgia,2020,Black Tea,Import,9728021.5,2856.89
Georgia,2020,Black Tea,Re-Export,3913096.5,847.32
Georgia,2020,Green Tea,Export,822732.5,1378
Georgia,2020,Green Tea,Import,725555.59,79.44
Georgia,2020,Green Tea,Re-Export,1505.21,0.34
Georgia,2021,Black Tea,Export,3595625.25,799.09
Georgia,2021,Black Tea,Import,8323951.19,2440.17
Georgia,2021,Black Tea,Re-Export,2914669.81,530.47
Georgia,2021,Green Tea,Export,1135657.53,1640.86
Georgia,2021,Green Tea,Import,688812.38,85.48
Georgia,2021,Green Tea,Re-Export,13303.63,3.56
Georgia,2022,Black Tea,Export,3268581.5,789.39
Georgia,2022,Black Tea,Import,9142563.38,2616.72
Georgia,2022,Black Tea,Re-Export,2342794.25,429.63
Georgia,2022,Green Tea,Export,1130431.53,1439.42
Georgia,2022,Green Tea,Import,836749.8,82.01
Georgia,2022,Green Tea,Re-Export,5396.79,1.14
Germany,2019,Black Tea,Export,152503320,15975.57
Germany,2019,Black Tea,Import,156909560,36476.5
Germany,2019,Green Tea,Export,98545308,6862.37
Germany,2019,Green Tea,Import,72204016,13821.67
Germany,2020,Black Tea,Export,138673712,15351.02
Germany,2020,Black Tea,Import,140566388,31866.24
Germany,2020,Green Tea,Export,89595200,6886.91
Germany,2020,Green Tea,Import,59310112,10051.16
Germany,2021,Black Tea,Export,148432752,15469.1
Germany,2021,Black Tea,Import,163255840,33730.75
Germany,2021,Green Tea,Export,101802848,6937.7
Germany,2021,Green Tea,Import,84209356,13839.92
Germany,2022,Black Tea,Export,148857168,16171.76
Germany,2022,Black Tea,Import,177988960,38287.03
Germany,2022,Green Tea,Export,86499348,6445.23
Germany,2022,Green Tea,Import,77687153,13602.09
Ghana,2019,Black Tea,Export,93206.02,7.85
Ghana,2019,Black Tea,Import,2524061,1336.19
Ghana,2019,Green Tea,Export,3592.7,1.1
Ghana,2019,Green Tea,Import,351823.77,332.36
Ghana,2021,Black Tea,Export,1689071.22,265.32
Ghana,2021,Black Tea,Import,5471433.25,2280.26
Ghana,2021,Black Tea,Re-Export,88742.56,8.54
Ghana,2021,Green Tea,Export,17996.59,17.14
Ghana,2021,Green Tea,Import,782289.59,896.59
Ghana,2021,Green Tea,Re-Export,9627.62,1.37
Ghana,2022,Black Tea,Export,683283.03,141.37
Ghana,2022,Black Tea,Import,3291713.75,1430.29
Ghana,2022,Black Tea,Re-Export,25587.64,6.4
Ghana,2022,Green Tea,Export,40050.05,55.9
Ghana,2022,Green Tea,Import,380819.25,378.77
Ghana,2022,Green Tea,Re-Export,2570.18,0.35
Greece,2019,Black Tea,Export,280281.84,72.17
Greece,2019,Black Tea,Import,5468026.16,678.31
Greece,2019,Green Tea,Export,614473.09,391.48
Greece,2019,Green Tea,Import,2957046.09,362.58
Greece,2020,Black Tea,Export,188173.36,32.14
Greece,2020,Black Tea,Import,3928979.44,564.52
Greece,2020,Green Tea,Export,449593.47,135.23
Greece,2020,Green Tea,Import,2592557.63,417.98
Greece,2021,Black Tea,Export,206543.12,44.24
Greece,2021,Black Tea,Import,3948229.72,426.69
Greece,2021,Green Tea,Export,431360.78,73.66
Greece,2021,Green Tea,Import,2986253.63,398.51
Greece,2022,Black Tea,Export,177875.71,28.54
Greece,2022,Black Tea,Import,4018757.84,586.08
Greece,2022,Green Tea,Export,446831.7,120.04
Greece,2022,Green Tea,Import,2363055.88,293.95
Grenada,2019,Black Tea,Export,4260.37,0.13
Grenada,2019,Black Tea,Import,173477.79,26.87
Grenada,2019,Green Tea,Import,99499.27,14.8
Grenada,2020,Black Tea,Export,248.52,0.03
Grenada,2020,Black Tea,Import,192933.72,32.56
Grenada,2020,Green Tea,Import,93980.01,17.09
Grenada,2021,Black Tea,Export,31.85,0.04
Grenada,2021,Black Tea,Import,153157.41,18.21
Grenada,2021,Green Tea,Export,4779.63,0.07
Grenada,2021,Green Tea,Import,42932.96,15.1
Grenada,2022,Black Tea,Export,12.22,0.01
Grenada,2022,Black Tea,Import,126439.26,29.43
Grenada,2022,Green Tea,Import,60900.37,9.7
Guatemala,2019,Black Tea,Export,19574,6.82
Guatemala,2019,Black Tea,Import,1355426,141.97
Guatemala,2019,Green Tea,Export,220217,155.11
Guatemala,2019,Green Tea,Import,714437,69.15
Guatemala,2020,Black Tea,Export,19739,5.8
Guatemala,2020,Black Tea,Import,1391343,132.53
Guatemala,2020,Green Tea,Export,205706,152.9
Guatemala,2020,Green Tea,Import,1101637,117.32
Guatemala,2021,Black Tea,Export,13517,1.51
Guatemala,2021,Black Tea,Import,1712330,142.3
Guatemala,2021,Green Tea,Export,225961,167.12
Guatemala,2021,Green Tea,Import,856791,83.46
Guatemala,2022,Black Tea,Export,33483,5.24
Guatemala,2022,Black Tea,Import,2108018,184.8
Guatemala,2022,Green Tea,Export,248776,156.25
Guatemala,2022,Green Tea,Import,728949,52.82
Guyana,2019,Black Tea,Export,176.5,0.01
Guyana,2019,Black Tea,Import,656098.25,121.13
Guyana,2019,Green Tea,Export,2203.36,2.85
Guyana,2019,Green Tea,Import,879871.24,16.85
Guyana,2020,Black Tea,Export,122.78,0.03
Guyana,2020,Black Tea,Import,1011949.66,195.61
Guyana,2020,Green Tea,Export,2946.76,3.43
Guyana,2020,Green Tea,Import,402605.8,86.24
Guyana,2021,Black Tea,Export,209.19,0.09
Guyana,2021,Black Tea,Import,1152984.61,195.54
Guyana,2021,Green Tea,Export,716.55,0.66
Guyana,2021,Green Tea,Import,517008.27,85.29
Guyana,2022,Black Tea,Import,849643,181.58
Guyana,2022,Green Tea,Export,225.93,0.67
Guyana,2022,Green Tea,Import,534205.09,91.03
Honduras,2019,Black Tea,Export,275,0.12
Honduras,2019,Black Tea,Import,218998.2,35.55
Honduras,2019,Green Tea,Import,100950.95,22.77
Honduras,2020,Black Tea,Import,173335.9,29.19
Honduras,2020,Green Tea,Export,317,1.13
Honduras,2020,Green Tea,Import,117048.01,25.79
Honduras,2021,Black Tea,Export,5.6,0
Honduras,2021,Black Tea,Import,342754.36,59.06
Honduras,2021,Green Tea,Export,845,0.6
Honduras,2021,Green Tea,Import,200615.98,40.46
Hong Kong,2019,Black Tea,Export,45064009,4235.68
Hong Kong,2019,Black Tea,Import,134077760,13948.5
Hong Kong,2019,Green Tea,Export,33266262,4437.67
Hong Kong,2019,Green Tea,Import,52351014,7925.81
Hong Kong,2020,Black Tea,Export,28862464,3409.24
Hong Kong,2020,Black Tea,Import,151520324,11979.12
Hong Kong,2020,Green Tea,Export,16722552,1556.76
Hong Kong,2020,Green Tea,Import,70296158,5845.98
Hong Kong,2021,Black Tea,Export,32639982,4330.81
