Country,Year,Tea_Type,Trade_Flow,Trade USD,Weight tones
Hong Kong,2021,Black Tea,Import,161733856,14720.26
Hong Kong,2021,Green Tea,Export,16486730,1252.86
Hong Kong,2021,Green Tea,Import,100468266,6107.23
Hong Kong,2022,Black Tea,Export,29887417,2479.35
Hong Kong,2022,Black Tea,Import,149220624,12517.87
Hong Kong,2022,Green Tea,Export,10603187.5,888.22
Hong Kong,2022,Green Tea,Import,80025536,6625.41
Hungary,2019,Black Tea,Export,217314,16.79
Hungary,2019,Black Tea,Import,5721548,485.81
Hungary,2019,Green Tea,Export,474173,24.29
Hungary,2019,Green Tea,Import,3069311,491.78
Hungary,2020,Black Tea,Export,231251,16.38
Hungary,2020,Black Tea,Import,5235173,418.34
Hungary,2020,Green Tea,Export,565277,29.22
Hungary,2020,Green Tea,Import,3426003,271.07
Hungary,2021,Black Tea,Export,312281,18.64
Hungary,2021,Black Tea,Import,5672649,416.51
Hungary,2021,Green Tea,Export,737640,43.61
Hungary,2021,Green Tea,Import,4478470,315.42
Hungary,2022,Black Tea,Export,286056,21.92
Hungary,2022,Black Tea,Import,5876808,501.71
Hungary,2022,Green Tea,Export,611558,29.55
Hungary,2022,Green Tea,Import,3351704,226.23
Iceland,2019,Black Tea,Export,2035.14,0.67
Iceland,2019,Black Tea,Import,1209667.09,95.07
Iceland,2019,Green Tea,Export,2266.62,0.05
Iceland,2019,Green Tea,Import,392190.32,25.03
Iceland,2020,Black Tea,Export,55.02,0
Iceland,2020,Black Tea,Import,952428.45,67.28
Iceland,2020,Green Tea,Export,6315.97,0.15
Iceland,2020,Green Tea,Import,364859.16,22.22
Iceland,2021,Black Tea,Export,3886.91,1.03
Iceland,2021,Black Tea,Import,1061182.08,152.67
Iceland,2021,Green Tea,Export,5532.39,0.26
Iceland,2021,Green Tea,Import,406454.5,21.41
Iceland,2022,Black Tea,Export,321.6,0.06
Iceland,2022,Black Tea,Import,1294745.89,64.57
Iceland,2022,Green Tea,Export,3987.52,0.15
Iceland,2022,Green Tea,Import,382745.64,17.17
India,2019,Black Tea,Export,790662112,252794.07
India,2019,Black Tea,Import,52420578.31,20090.65
India,2019,Green Tea,Export,23083563,5251.26
India,2019,Green Tea,Import,2693132.81,860.78
India,2020,Black Tea,Export,667382000,204967.67
India,2020,Black Tea,Import,64370878.78,31712.01
India,2020,Green Tea,Export,24691986,5518.65
India,2020,Green Tea,Import,3075920.63,1471.72
India,2021,Black Tea,Export,659933168,192029.66
India,2021,Black Tea,Import,54611858.19,29022.48
India,2021,Green Tea,Export,27957104,5209.7
India,2021,Green Tea,Import,4794494.25,2314.73
India,2022,Black Tea,Export,730057400,226757.62
India,2022,Black Tea,Import,53786936.5,29317
India,2022,Green Tea,Export,21003337,4637.52
India,2022,Green Tea,Import,3523051.63,1802.66
Indonesia,2019,Black Tea,Export,77093582,36368.01
Indonesia,2019,Black Tea,Import,22591969,11747.46
Indonesia,2019,Green Tea,Export,15253749.5,6442.74
Indonesia,2019,Green Tea,Import,13444742,4578.34
Indonesia,2020,Black Tea,Export,79142324,37338.87
Indonesia,2020,Black Tea,Import,18388203,11214.9
Indonesia,2020,Green Tea,Export,17181173.75,7127
Indonesia,2020,Green Tea,Import,7468542,3694.07
Indonesia,2021,Black Tea,Export,77470448,37415.51
Indonesia,2021,Black Tea,Import,15365693,7871.21
Indonesia,2021,Green Tea,Export,11714853.5,5224.44
Indonesia,2021,Green Tea,Import,7653585,2737.89
Indonesia,2022,Black Tea,Export,79838718,39948.49
Indonesia,2022,Black Tea,Import,18864745,7776.31
Indonesia,2022,Green Tea,Export,10151189,4772.28
Indonesia,2022,Green Tea,Import,10896618,3106.21
Iran,2019,Black Tea,Export,7052174.98,6653.31
Iran,2019,Black Tea,Import,414232200,83887.83
Iran,2019,Green Tea,Export,420396.59,239.32
Iran,2019,Green Tea,Import,1307062,363.31
Iran,2020,Black Tea,Export,14566328,15464.77
Iran,2020,Black Tea,Import,328735488,64689.65
Iran,2020,Green Tea,Export,1296992,737.86
Iran,2020,Green Tea,Import,1076653,277.56
Iran,2021,Black Tea,Export,26138801,26204.55
Iran,2021,Black Tea,Import,384687776,74940.45
Iran,2021,Green Tea,Export,1859747,1066.84
Iran,2021,Green Tea,Import,1473001,438.34
Iran,2022,Black Tea,Export,41448647,33885.08
Iran,2022,Black Tea,Import,556648209,100450.56
Iran,2022,Green Tea,Export,1006657,572.75
Iran,2022,Green Tea,Import,2515593,756.34
Ireland,2019,Black Tea,Export,7508178.75,640.2
Ireland,2019,Black Tea,Import,48575972,11458.33
Ireland,2019,Green Tea,Export,2216328.83,190.65
Ireland,2019,Green Tea,Import,3378370.63,676.72
Ireland,2020,Black Tea,Export,6810445.25,785.17
Ireland,2020,Black Tea,Import,44821544,10710.76
Ireland,2020,Green Tea,Export,370262.25,28.61
Ireland,2020,Green Tea,Import,3300192.5,762.11
Ireland,2021,Black Tea,Export,7173284.5,1059.2
Ireland,2021,Black Tea,Import,40096462,8763.27
Ireland,2021,Green Tea,Export,1711911.32,236.86
Ireland,2021,Green Tea,Import,2899176.81,277.57
Ireland,2022,Black Tea,Export,13339516.56,1751.98
Ireland,2022,Black Tea,Import,44363148,9066.93
Ireland,2022,Green Tea,Export,3081893.11,320.11
Ireland,2022,Green Tea,Import,2440869.78,312.84
Israel,2019,Black Tea,Export,1390000,123.61
Israel,2019,Black Tea,Import,6422000,1045.15
Israel,2019,Green Tea,Export,1705000,68.51
Israel,2019,Green Tea,Import,2010000,318.64
Israel,2020,Black Tea,Export,1114000,141.47
Israel,2020,Black Tea,Import,7724000,1307.56
Israel,2020,Green Tea,Export,2143000,88.15
Israel,2020,Green Tea,Import,1840000,184.67
Israel,2021,Black Tea,Export,796000,143.75
Israel,2021,Black Tea,Import,7595000,1265.3
Israel,2021,Green Tea,Export,2436000,154.69
Israel,2021,Green Tea,Import,2392000,242.57
Israel,2022,Black Tea,Export,1439000,147.79
Israel,2022,Black Tea,Import,7538000,1145.81
Israel,2022,Green Tea,Export,1603000,94.37
Israel,2022,Green Tea,Import,2754000,214.04
Italy,2019,Black Tea,Export,5325156.31,1280.78
Italy,2019,Black Tea,Import,55107630,4848.87
Italy,2019,Green Tea,Export,2014794.28,225.16
Italy,2019,Green Tea,Import,22677011.75,1930.83
Italy,2019,Green Tea,Re-Export,14317.55,3.65
Italy,2020,Black Tea,Export,3926810.38,658.3
Italy,2020,Black Tea,Import,57984239,5334.95
Italy,2020,Green Tea,Export,1247361.38,164.19
Italy,2020,Green Tea,Import,21356544,1874.3
Italy,2020,Green Tea,Re-Export,3047.38,1.06
Italy,2021,Black Tea,Export,4573396.5,475.97
Italy,2021,Black Tea,Import,58038105,5158.86
Italy,2021,Green Tea,Export,2388966.28,228.67
Italy,2021,Green Tea,Import,27944033.5,2250.99
Italy,2022,Black Tea,Export,4471060.13,309.42
Italy,2022,Black Tea,Import,52985469,5221.05
Italy,2022,Green Tea,Export,2586307.44,303.9
Italy,2022,Green Tea,Import,25652674.5,2037.71
Jamaica,2019,Black Tea,Export,2829448.88,253.61
Jamaica,2019,Black Tea,Import,312275.56,49.68
Jamaica,2019,Black Tea,Re-Export,22012.34,2.01
Jamaica,2019,Green Tea,Export,273782.4,28.11
Jamaica,2019,Green Tea,Import,1008667.39,137.25
Jamaica,2019,Green Tea,Re-Export,528.37,0.02
Jamaica,2020,Black Tea,Export,3684545.25,325.66
Jamaica,2020,Black Tea,Import,359646.91,53.73
Jamaica,2020,Black Tea,Re-Export,2468.75,0.09
Jamaica,2020,Green Tea,Export,281253.1,36.76
Jamaica,2020,Green Tea,Import,1044111.24,102.68
Jamaica,2020,Green Tea,Re-Export,866.93,0.03
Jamaica,2021,Black Tea,Export,3460088.88,332.96
Jamaica,2021,Black Tea,Import,492579.72,72.39
Jamaica,2021,Black Tea,Re-Export,1747.38,0.07
Jamaica,2021,Green Tea,Export,74538.97,14.75
Jamaica,2021,Green Tea,Import,727159.6,105.63
Jamaica,2021,Green Tea,Re-Export,75.35,0
Jamaica,2022,Black Tea,Export,3782268.13,374.99
Jamaica,2022,Black Tea,Import,836270.31,113.27
Jamaica,2022,Black Tea,Re-Export,112731.79,24.8
Jamaica,2022,Green Tea,Export,108739.6,19.38
Jamaica,2022,Green Tea,Import,1129337.23,126.12
Jamaica,2022,Green Tea,Re-Export,28004.62,10.35
Japan,2019,Black Tea,Export,2803443.19,84.54
Japan,2019,Black Tea,Import,152705732,27471.52
Japan,2019,Green Tea,Export,134303128,5107.57
Japan,2019,Green Tea,Import,27072891,4389.57
Japan,2020,Black Tea,Export,2635521.5,65.7
Japan,2020,Black Tea,Import,131931656,23558.71
Japan,2020,Green Tea,Export,151765624,5274.43
Japan,2020,Green Tea,Import,24499047.25,3916.8
Japan,2021,Black Tea,Export,3756121.88,118.04
Japan,2021,Black Tea,Import,152842624,24846.83
Japan,2021,Green Tea,Export,186035744,6178.97
Japan,2021,Green Tea,Import,21132880,3193.86
Japan,2022,Black Tea,Export,2741232.53,115.41
Japan,2022,Black Tea,Import,144251572,22682.54
Japan,2022,Green Tea,Export,166446656,6262.86
Japan,2022,Green Tea,Import,21015239,3088.27
Jordan,2019,Black Tea,Export,22311765,3125.52
Jordan,2019,Black Tea,Import,45208062,9124.41
Jordan,2019,Black Tea,Re-Export,616028.3,128.81
Jordan,2019,Green Tea,Export,260552.16,77.15
Jordan,2019,Green Tea,Import,1132460.81,172.5
Jordan,2019,Green Tea,Re-Export,92957.77,38.5
Jordan,2020,Black Tea,Export,20534033,NULL
Jordan,2020,Black Tea,Import,57782962,17781.44
Jordan,2020,Black Tea,Re-Export,588379,NULL
Jordan,2020,Green Tea,Export,317452.18,24.5
Jordan,2020,Green Tea,Import,1230972.06,121.06
Jordan,2021,Black Tea,Export,32469989,9416.98
Jordan,2021,Black Tea,Import,41330337,7887.56
Jordan,2021,Black Tea,Re-Export,622725.11,194.3
Jordan,2021,Green Tea,Export,783964.56,55.86
Jordan,2021,Green Tea,Import,1520928.38,166.08
Jordan,2021,Green Tea,Re-Export,59761.97,5.09
Jordan,2022,Black Tea,Export,28144298,3592.47
Jordan,2022,Black Tea,Import,48737756,8938.09
Jordan,2022,Black Tea,Re-Export,256886.41,69.86
Jordan,2022,Green Tea,Export,1791019.94,237.2
Jordan,2022,Green Tea,Import,1410159.91,112.48
Jordan,2022,Green Tea,Re-Export,5542.18,0.33
Kazakhstan,2019,Black Tea,Export,11820631,2528.11
Kazakhstan,2019,Black Tea,Import,102644644,29151.6
Kazakhstan,2019,Green Tea,Export,409825.06,93.53
Kazakhstan,2019,Green Tea,Import,5199623.5,1512.18
Kazakhstan,2020,Black Tea,Export,18423490,4098.87
Kazakhstan,2020,Black Tea,Import,97230257,27905.09
Kazakhstan,2020,Green Tea,Export,516248.03,61.72
Kazakhstan,2020,Green Tea,Import,4386495.25,1366.35
Kazakhstan,2021,Black Tea,Export,19751623.5,3805.9
Kazakhstan,2021,Black Tea,Import,104900734,30445.35
Kazakhstan,2021,Green Tea,Export,539493.05,94.25
Kazakhstan,2021,Green Tea,Import,6707368.5,1852.65
Kazakhstan,2022,Black Tea,Export,25517685.13,4283.12
Kazakhstan,2022,Black Tea,Import,85652912,26478.56
Kazakhstan,2022,Green Tea,Export,1221069.27,192.67
Kazakhstan,2022,Green Tea,Import,7267374.25,1928.82
Kenya,2019,Black Tea,Export,1113122250,475744.7
Kenya,2019,Black Tea,Import,11471719.19,8732.31
Kenya,2019,Green Tea,Export,396234.42,252.12
Kenya,2019,Green Tea,Import,219650.92,23.65
Kenya,2020,Black Tea,Export,1223464796,575445.82
Kenya,2020,Black Tea,Import,14755138.63,10096.88
Kenya,2020,Green Tea,Export,295478.81,63.58
Kenya,2020,Green Tea,Import,154208.27,70.41
Kenya,2021,Black Tea,Export,1191106832,555811.56
Kenya,2021,Black Tea,Import,14001298.39,8935.15
Kenya,2021,Black Tea,Re-Export,2734.76,0.62
Kenya,2021,Green Tea,Export,1681002.02,740.27
Kenya,2021,Green Tea,Import,207067.93,100.81
Kenya,2021,Green Tea,Re-Export,3428.03,0.73
Kenya,2022,Black Tea,Export,1384331800,551783.7
Kenya,2022,Black Tea,Import,6402654.43,5209.83
Kenya,2022,Black Tea,Re-Export,1135770.16,1303.3
Kenya,2022,Green Tea,Export,758259.66,296.67
Kenya,2022,Green Tea,Import,219126.72,154.55
Kiribati,2020,Black Tea,Import,238897.21,66.22
Kiribati,2020,Green Tea,Import,24732.89,6.94
Kiribati,2021,Black Tea,Import,251343.8,35.91
Kiribati,2021,Green Tea,Import,45600.03,8.2
Kuwait,2019,Black Tea,Export,171746,33.71
Kuwait,2019,Black Tea,Import,63289254,6536.05
Kuwait,2019,Black Tea,Re-Export,171746,33.71
Kuwait,2019,Green Tea,Export,73835,9.08
Kuwait,2019,Green Tea,Import,1996612,110.65
Kuwait,2019,Green Tea,Re-Export,73835,9.08
Kuwait,2020,Black Tea,Export,2167068,404.5
Kuwait,2020,Black Tea,Import,56049807,5751.58
Kuwait,2020,Black Tea,Re-Export,2151644,401.43
Kuwait,2020,Green Tea,Export,945875,123.09
Kuwait,2020,Green Tea,Import,4451355,293.6
Kuwait,2020,Green Tea,Re-Export,945569,123.03
Kuwait,2021,Black Tea,Export,1782007,591.54
Kuwait,2021,Black Tea,Import,49469951,4832.66
Kuwait,2021,Black Tea,Re-Export,1770330,584.4
Kuwait,2021,Green Tea,Export,112792,55.8
Kuwait,2021,Green Tea,Import,2533811,148.91
Kuwait,2021,Green Tea,Re-Export,112792,55.8
Kuwait,2022,Black Tea,Export,1113703.47,265.69
Kuwait,2022,Black Tea,Import,50826886.75,5429.29
Kuwait,2022,Black Tea,Re-Export,1113703.47,265.69
Kuwait,2022,Green Tea,Export,35090.7,5.65
Kuwait,2022,Green Tea,Import,3133627,264.17
Kuwait,2022,Green Tea,Re-Export,35090.7,5.65
Kyrgyzstan,2019,Black Tea,Export,492026,219.07
Kyrgyzstan,2019,Black Tea,Import,9379150,3901.33
Kyrgyzstan,2019,Green Tea,Export,94374,27.85
Kyrgyzstan,2019,Green Tea,Import,1930980,922.42
Kyrgyzstan,2020,Black Tea,Export,675151,341.44
Kyrgyzstan,2020,Black Tea,Import,8579149,8718.73
Kyrgyzstan,2020,Green Tea,Export,54974,23.02
Kyrgyzstan,2020,Green Tea,Import,2304928,3030.77
Kyrgyzstan,2021,Black Tea,Export,253015,71.22
Kyrgyzstan,2021,Black Tea,Import,9420328,5468.99
Kyrgyzstan,2021,Green Tea,Export,25188,14.93
Kyrgyzstan,2021,Green Tea,Import,3606453,2087.47
Kyrgyzstan,2022,Black Tea,Export,387942,491.59
Kyrgyzstan,2022,Black Tea,Import,8956409,6025.2
Kyrgyzstan,2022,Green Tea,Export,18619,7.62
Kyrgyzstan,2022,Green Tea,Import,3824991,3815.84
Lao People's Democratic Republic,2019,Black Tea,Export,223598.71,30.04
Lao People's Democratic Republic,2019,Black Tea,Import,10346.31,4.95
Lao People's Democratic Republic,2019,Green Tea,Export,1292041.31,2337.63
Lao People's Democratic Republic,2019,Green Tea,Import,1163913.58,2000.78
Lao People's Democratic Republic,2019,Green Tea,Re-Export,902000,2255
Lao People's Democratic Republic,2020,Black Tea,Export,235187,54.04
Lao People's Democratic Republic,2020,Black Tea,Import,47704.48,37.19
Lao People's Democratic Republic,2020,Green Tea,Export,1091207.94,1821.92
Lao People's Democratic Republic,2020,Green Tea,Import,1137443.94,1898.09
Lao People's Democratic Republic,2021,Black Tea,Export,1764324.88,835.49
Lao People's Democratic Republic,2021,Black Tea,Import,1276975.78,670.95
Lao People's Democratic Republic,2021,Black Tea,Re-Export,1265400,662.5
Lao People's Democratic Republic,2021,Green Tea,Export,2003001.75,2136.96
Lao People's Democratic Republic,2021,Green Tea,Import,1036721.85,1786.27
Lao People's Democratic Republic,2021,Green Tea,Re-Export,713864,1764.93
Lao People's Democratic Republic,2022,Black Tea,Export,1987078.97,935.02
Lao People's Democratic Republic,2022,Black Tea,Import,2137010.25,1116.45
Lao People's Democratic Republic,2022,Green Tea,Export,3243736.31,2487.66
Lao People's Democratic Republic,2022,Green Tea,Import,957843.79,1716.92
Latvia,2019,Black Tea,Export,2585729.69,263.34
Latvia,2019,Black Tea,Import,7232560,689.02
Latvia,2019,Green Tea,Export,911248.92,47.08
Latvia,2019,Green Tea,Import,2441145.19,165.59
Latvia,2020,Black Tea,Export,3035901.38,222.53
Latvia,2020,Black Tea,Import,7676198.75,659.42
Latvia,2020,Green Tea,Export,973627.39,52.38
Latvia,2020,Green Tea,Import,2843151.13,184.07
Latvia,2021,Black Tea,Export,3423298.63,251.76
Latvia,2021,Black Tea,Import,8724331.56,710.86
Latvia,2021,Green Tea,Export,1071329.7,53.03
Latvia,2021,Green Tea,Import,2567126.05,173.83
Latvia,2022,Black Tea,Export,3222453.03,216.24
Latvia,2022,Black Tea,Import,6535418.75,582.78
Latvia,2022,Green Tea,Export,1204888.71,64.1
Latvia,2022,Green Tea,Import,2295803.95,154.01
Lebanon,2019,Black Tea,Export,1703925.58,437.2
Lebanon,2019,Black Tea,Import,22482070.63,3541.84
Lebanon,2019,Green Tea,Export,106565.3,66.72
Lebanon,2019,Green Tea,Import,1260421.28,68.53
Lebanon,2020,Black Tea,Export,1244826,212
Lebanon,2020,Black Tea,Import,18769362,2968.59
Lebanon,2020,Black Tea,Re-Export,68994,8.36
Lebanon,2020,Green Tea,Export,61065,15.58
Lebanon,2020,Green Tea,Import,748227,99.92
Lebanon,2020,Green Tea,Re-Export,9219,0.28
Lebanon,2021,Black Tea,Export,440772,75.32
Lebanon,2021,Black Tea,Import,21903112,3591.82
Lebanon,2021,Black Tea,Re-Export,108364,23.43
Lebanon,2021,Green Tea,Export,14691,1.55
Lebanon,2021,Green Tea,Import,849944,76.92
Lebanon,2021,Green Tea,Re-Export,4006,0.08
Lebanon,2022,Black Tea,Export,693618,107.28
Lebanon,2022,Black Tea,Import,15118111,2236.19
Lebanon,2022,Black Tea,Re-Export,20075,9.66
Lebanon,2022,Green Tea,Export,30229,5.11
Lebanon,2022,Green Tea,Import,685469,88.56
Lebanon,2022,Green Tea,Re-Export,1800,0.04
Lesotho,2019,Black Tea,Export,287474.02,62.47
Lesotho,2019,Black Tea,Import,2106287.98,516.47
Lesotho,2019,Black Tea,Re-Export,1975.6,0.16
Lesotho,2019,Green Tea,Export,526768.44,136.4
Lesotho,2019,Green Tea,Import,99224.73,78.06
Lesotho,2019,Green Tea,Re-Export,187.59,0.3
Lesotho,2020,Black Tea,Export,28805.51,5.22
Lesotho,2020,Black Tea,Import,2108038.88,416.26
Lesotho,2020,Black Tea,Re-Export,16072.56,1.9
Lesotho,2020,Green Tea,Export,394080.16,95.1
Lesotho,2020,Green Tea,Import,113945.31,539.82
Lesotho,2020,Green Tea,Re-Export,354.27,5.03
Lesotho,2021,Black Tea,Export,118707.58,1.09
Lesotho,2021,Black Tea,Import,2215451.05,531.23
Lesotho,2021,Black Tea,Re-Export,3510.35,0.43
Lesotho,2021,Green Tea,Export,507757.5,145.17
Lesotho,2021,Green Tea,Import,206126.5,733.87
Lesotho,2021,Green Tea,Re-Export,1290.77,7.12
Lesotho,2022,Black Tea,Export,113683.22,20.47
Lesotho,2022,Black Tea,Import,1934336.38,1616.7
Lesotho,2022,Green Tea,Export,586333.19,114.21
Lesotho,2022,Green Tea,Import,143652.8,549.62
Liberia,2019,Black Tea,Import,500987.54,210.56
Liberia,2019,Green Tea,Import,198424.31,63.94
Liberia,2020,Black Tea,Import,526848.37,235.98
Liberia,2020,Green Tea,Import,340718.89,169.35
Liberia,2021,Black Tea,Import,667239.45,296.07
Liberia,2021,Green Tea,Import,264628,176.75
Liberia,2022,Black Tea,Import,588833.95,259.41
Liberia,2022,Green Tea,Import,283772.74,132.28
Libya,2019,Black Tea,Import,48564448,13175.5
Libya,2019,Green Tea,Import,15753354,5303.04
Lithuania,2019,Black Tea,Export,2672055,224.41
Lithuania,2019,Black Tea,Import,8554756,688.92
Lithuania,2019,Green Tea,Export,1874224,169.17
Lithuania,2019,Green Tea,Import,4065337,362.69
Lithuania,2020,Black Tea,Export,2763913,212.03
Lithuania,2020,Black Tea,Import,7788116,622.7
Lithuania,2020,Green Tea,Export,1715537,154.36
Lithuania,2020,Green Tea,Import,3198758,306.33
Lithuania,2021,Black Tea,Export,2863518,207.73
Lithuania,2021,Black Tea,Import,7813237,609.21
Lithuania,2021,Green Tea,Export,1555226,92.7
Lithuania,2021,Green Tea,Import,3451225,265.43
Lithuania,2022,Black Tea,Export,2379389,150.74
Lithuania,2022,Black Tea,Import,7487238,592.36
Lithuania,2022,Green Tea,Export,866956,45.2
Lithuania,2022,Green Tea,Import,3088874,242.93
Luxembourg,2019,Black Tea,Export,304323.73,4.14
Luxembourg,2019,Black Tea,Import,1781462.78,90.99
Luxembourg,2019,Black Tea,Re-Export,55.99,0
Luxembourg,2019,Green Tea,Export,177335.76,1.91
Luxembourg,2019,Green Tea,Import,1667147.22,87.35
Luxembourg,2019,Green Tea,Re-Export,44.79,0
Luxembourg,2020,Black Tea,Export,316269.64,4.09
Luxembourg,2020,Black Tea,Import,1890224.03,86.37
Luxembourg,2020,Black Tea,Re-Export,301.54,0.01
Luxembourg,2020,Green Tea,Export,415982.49,4.39
Luxembourg,2020,Green Tea,Import,1428238.97,61.19
Luxembourg,2020,Green Tea,Re-Export,1923.46,0.08
Luxembourg,2021,Black Tea,Export,298140.07,3.57
Luxembourg,2021,Black Tea,Import,1949410.69,101.19
Luxembourg,2021,Green Tea,Export,1393987.15,9.32
Luxembourg,2021,Green Tea,Import,1590444.25,54.9
Luxembourg,2021,Green Tea,Re-Export,172.14,0
Luxembourg,2022,Black Tea,Export,357482.44,4.87
Luxembourg,2022,Black Tea,Import,1761026.09,96.07
Luxembourg,2022,Black Tea,Re-Export,1362.8,0.03
Luxembourg,2022,Green Tea,Export,838736.1,6.56
Luxembourg,2022,Green Tea,Import,1461211.72,58.67
Luxembourg,2022,Green Tea,Re-Export,1368.95,0.03
Macao,2019,Black Tea,Import,6502927.5,1335.14
Macao,2019,Green Tea,Import,960432.48,94.71
Macao,2020,Black Tea,Import,5639244.5,776.35
Macao,2020,Green Tea,Import,2100892.56,144.8
Macao,2021,Black Tea,Export,800601.63,190.17
Macao,2021,Black Tea,Import,9336021.75,877.62
Macao,2021,Black Tea,Re-Export,800601.63,190.17
Macao,2021,Green Tea,Export,6130.51,0.72
Macao,2021,Green Tea,Import,2841428.22,129.18
Macao,2021,Green Tea,Re-Export,6130.51,0.72
Macao,2022,Black Tea,Export,1053740.56,265.06
Macao,2022,Black Tea,Import,11387770,964.12
Macao,2022,Black Tea,Re-Export,1053740.56,265.06
Macao,2022,Green Tea,Export,3988.37,0.19
Macao,2022,Green Tea,Import,3064898.91,115.78
Macao,2022,Green Tea,Re-Export,3988.37,0.19
Macedonia,2019,Black Tea,Export,26597.62,3.35
Macedonia,2019,Black Tea,Import,1595104.13,565.78
Macedonia,2019,Green Tea,Export,30994.78,1.37
Macedonia,2019,Green Tea,Import,135901.59,16.46
Macedonia,2020,Black Tea,Export,21312.74,2.13
Macedonia,2020,Black Tea,Import,1445110.56,462.54
Macedonia,2020,Green Tea,Export,53702.07,16.59
Macedonia,2020,Green Tea,Import,225393.16,27.72
Macedonia,2021,Black Tea,Export,36370.72,6.06
Macedonia,2021,Black Tea,Import,1404605.06,451.79
Macedonia,2021,Green Tea,Export,39439.4,4.64
Macedonia,2021,Green Tea,Import,179089.36,18.81
Macedonia,2022,Black Tea,Export,50916.38,12.77
Macedonia,2022,Black Tea,Import,1549785.69,495.1
Macedonia,2022,Green Tea,Export,23992.1,2.79
Macedonia,2022,Green Tea,Import,193628.84,21.38
Madagascar,2019,Black Tea,Export,5415.92,0.41
Madagascar,2019,Black Tea,Import,82966.8,14.39
Madagascar,2019,Green Tea,Export,6189.48,1.11
Madagascar,2019,Green Tea,Import,37621.03,8.17
Madagascar,2020,Black Tea,Export,65382.45,80.1
Madagascar,2020,Black Tea,Import,57107.43,13.04
Madagascar,2020,Green Tea,Export,4184.73,0.64
Madagascar,2020,Green Tea,Import,30595.17,4.68
Madagascar,2021,Black Tea,Export,21418.97,20.09
Madagascar,2021,Black Tea,Import,79612.99,18.96
Madagascar,2021,Green Tea,Export,7551.83,2.14
Madagascar,2021,Green Tea,Import,31242.15,10.48
Madagascar,2022,Black Tea,Export,30.88,0.04
Madagascar,2022,Black Tea,Import,71688.66,11.33
Madagascar,2022,Green Tea,Export,2873.13,0.86
Madagascar,2022,Green Tea,Import,34930.17,6.5
Malawi,2019,Black Tea,Export,78606641.7,39197.14
Malawi,2019,Black Tea,Import,272884.42,50.5
Malawi,2019,Black Tea,Re-Export,76875.08,44.56
Malawi,2019,Green Tea,Export,152087.64,92.56
Malawi,2019,Green Tea,Import,35560,10.47
Malawi,2020,Black Tea,Export,72877587.04,36087.25
Malawi,2020,Black Tea,Import,180633.91,46.48
Malawi,2020,Black Tea,Re-Export,101647.58,71.25
Malawi,2020,Green Tea,Export,458582.41,245.45
Malawi,2020,Green Tea,Import,39733.49,10.58
Malawi,2020,Green Tea,Re-Export,34840.56,17.05
Malawi,2021,Black Tea,Export,71961292.25,36060.89
Malawi,2021,Black Tea,Import,183118.38,37.21
Malawi,2021,Green Tea,Export,197504.52,96.83
Malawi,2021,Green Tea,Import,31122.44,11.54
Malawi,2022,Black Tea,Export,76228243.38,49369.39
Malawi,2022,Black Tea,Import,51703.13,22.53
Malawi,2022,Green Tea,Export,43989.27,25.17
Malawi,2022,Green Tea,Import,6735.27,5.37
Malaysia,2019,Black Tea,Export,11338513,1910.87
Malaysia,2019,Black Tea,Import,57475087,24105.73
Malaysia,2019,Green Tea,Export,21771920,2733.95
Malaysia,2019,Green Tea,Import,39268792,4647.47
Malaysia,2020,Black Tea,Export,13665670,2037.11
Malaysia,2020,Black Tea,Import,50522798,22120.94
Malaysia,2020,Green Tea,Export,15515280.5,3848.28
Malaysia,2020,Green Tea,Import,29914367,5148.38
Malaysia,2021,Black Tea,Export,14920621,2557.11
Malaysia,2021,Black Tea,Import,52295470,21976.5
Malaysia,2021,Green Tea,Export,21041330.5,3722.07
Malaysia,2021,Green Tea,Import,36508071,5847.63
Malaysia,2022,Black Tea,Export,4648108.13,1497.79
Malaysia,2022,Black Tea,Import,52454839,27181.74
Malaysia,2022,Green Tea,Export,3854143.59,2748.75
Malaysia,2022,Green Tea,Import,26738645,5202.93
Maldives,2019,Black Tea,Import,1792793,361.43
Maldives,2019,Green Tea,Import,464376.52,74.15
Maldives,2020,Black Tea,Import,1460539.17,48.51
Maldives,2020,Green Tea,Import,206621.73,26.73
Maldives,2021,Black Tea,Export,30.99,0
Maldives,2021,Black Tea,Import,1877863.56,403.3
Maldives,2021,Green Tea,Import,596857.45,13.04
Maldives,2022,Black Tea,Export,2.8,0
Maldives,2022,Black Tea,Import,2001339.47,374.95
Maldives,2022,Green Tea,Import,410780.79,117.72
Mali,2019,Black Tea,Export,206494.06,80.64
Mali,2019,Black Tea,Import,4393091.13,1784.69
Mali,2019,Green Tea,Export,142256.26,339.88
Mali,2019,Green Tea,Import,33975972,18177.26
Malta,2019,Black Tea,Export,1929.87,0.35
Malta,2019,Black Tea,Import,1644569.47,338.01
Malta,2019,Green Tea,Import,324829.65,30.48
Malta,2020,Black Tea,Export,1210.73,0.09
Malta,2020,Black Tea,Import,2183332.75,458.94
Malta,2020,Green Tea,Import,274235.55,27.78
Malta,2021,Black Tea,Export,404.5,0.03
Malta,2021,Black Tea,Import,1793723.88,294.89
Malta,2021,Green Tea,Import,329842.61,25.36
Malta,2022,Black Tea,Import,2744476.38,588.15
Malta,2022,Green Tea,Export,50.55,0
Malta,2022,Green Tea,Import,378065.52,62.33
